time,open,high,low,close,tick_volume,spread,real_volume
2012-08-10 00:00:00+00:00,13163.0,13211.0,13092.0,13211.0,11550,0,0
2012-08-12 00:00:00+00:00,13198.0,13202.0,13185.0,13187.0,236,0,0
2012-08-13 00:00:00+00:00,13186.0,13217.0,13108.0,13164.0,11324,0,0
2012-08-14 00:00:00+00:00,13165.0,13224.0,13139.0,13144.0,12368,0,0
2012-08-15 00:00:00+00:00,13143.0,13192.0,13121.0,13162.0,9987,0,0
2012-08-16 00:00:00+00:00,13163.0,13268.0,13143.0,13247.0,11259,0,0
2012-08-17 00:00:00+00:00,13248.0,13278.0,13235.0,13267.0,9523,0,0
2012-08-19 00:00:00+00:00,13273.0,13286.0,13270.0,13273.0,254,0,0
2012-08-20 00:00:00+00:00,13272.0,13283.0,13227.0,13256.0,9705,0,0
2012-08-21 00:00:00+00:00,13255.0,13330.0,13184.0,13207.0,12585,0,0
2012-08-22 00:00:00+00:00,13206.0,13216.0,13119.0,13181.0,14055,0,0
2012-08-23 00:00:00+00:00,13182.0,13226.0,13044.0,13064.0,13308,0,0
2012-08-24 00:00:00+00:00,13063.0,13175.0,13024.0,13164.0,10301,0,0
2012-08-26 00:00:00+00:00,13177.0,13194.0,13170.0,13171.0,214,0,0
2012-08-27 00:00:00+00:00,13170.0,13198.0,13115.0,13127.0,9404,0,0
2012-08-28 00:00:00+00:00,13128.0,13147.0,13077.0,13108.0,11711,0,0
2012-08-29 00:00:00+00:00,13107.0,13142.0,13076.0,13090.0,9945,0,0
2012-08-30 00:00:00+00:00,13089.0,13091.0,12974.0,12986.0,10269,0,0
2012-08-31 00:00:00+00:00,12985.0,13153.0,12985.0,13092.0,15618,0,0
2012-09-02 00:00:00+00:00,13065.0,13096.0,13055.0,13055.0,455,0,0
2012-09-03 00:00:00+00:00,13056.0,13112.0,13022.0,13093.0,5696,0,0
2012-09-04 00:00:00+00:00,13092.0,13126.0,12972.0,13032.0,12578,0,0
2012-09-05 00:00:00+00:00,13031.0,13092.0,12989.0,13056.0,13376,0,0
2012-09-06 00:00:00+00:00,13057.0,13295.0,13050.0,13284.0,14855,0,0
2012-09-07 00:00:00+00:00,13286.0,13326.0,13266.0,13299.0,13581,0,0
2012-09-09 00:00:00+00:00,13292.0,13294.0,13282.0,13285.0,164,0,0
2012-09-10 00:00:00+00:00,13286.0,13321.0,13222.0,13231.0,8545,0,0
2012-09-11 00:00:00+00:00,13230.0,13352.0,13198.0,13300.0,10001,0,0
