time,open,high,low,close,tick_volume,spread,real_volume
2018-11-28 00:00:00+00:00,1.27396,1.2847,1.27321,1.28236,194351,50,0
2018-11-29 00:00:00+00:00,1.28238,1.28498,1.27554,1.2784,201114,50,0
2018-11-30 00:00:00+00:00,1.2785,1.28095,1.27349,1.27497,201843,50,0
2018-12-03 00:00:00+00:00,1.27645,1.28248,1.2698800000000001,1.27236,181798,50,0
2018-12-04 00:00:00+00:00,1.27227,1.28397,1.26582,1.27152,225203,50,0
2018-12-05 00:00:00+00:00,1.27111,1.27982,1.26719,1.27328,159325,50,0
2018-12-06 00:00:00+00:00,1.27319,1.28119,1.26993,1.2784,225549,50,0
2018-12-07 00:00:00+00:00,1.27741,1.27902,1.27105,1.27352,196180,50,0
2018-12-10 00:00:00+00:00,1.27032,1.2759800000000001,1.2506599999999999,1.25599,244277,50,0
2018-12-11 00:00:00+00:00,1.25533,1.26384,1.248,1.2488,216620,50,0
2018-12-12 00:00:00+00:00,1.24834,1.26712,1.24769,1.2625600000000001,273333,50,0
2018-12-13 00:00:00+00:00,1.26238,1.26867,1.2601,1.26579,183890,50,0
2018-12-14 00:00:00+00:00,1.26261,1.26624,1.25297,1.25808,194361,50,0
2018-12-17 00:00:00+00:00,1.25998,1.2646899999999999,1.2545600000000001,1.26143,199543,50,0
2018-12-18 00:00:00+00:00,1.26067,1.27058,1.2604899999999999,1.264,197729,50,0
2018-12-19 00:00:00+00:00,1.26309,1.26792,1.26065,1.2610700000000001,237406,50,0
2018-12-20 00:00:00+00:00,1.26095,1.27072,1.26074,1.26587,249811,50,0
2018-12-21 00:00:00+00:00,1.26526,1.26978,1.26177,1.26346,251400,50,0
2018-12-24 00:00:00+00:00,1.26448,1.27385,1.2634699999999999,1.26804,182198,50,0
2018-12-26 00:00:00+00:00,1.26646,1.27189,1.26305,1.26342,121859,50,0
2018-12-27 00:00:00+00:00,1.26321,1.26748,1.26155,1.2643900000000001,304738,50,0
2018-12-28 00:00:00+00:00,1.2640500000000001,1.2708300000000001,1.2635100000000001,1.2692999999999999,159417,50,0
2018-12-31 00:00:00+00:00,1.26912,1.28148,1.26802,1.27545,145852,50,0
2019-01-02 00:00:00+00:00,1.2734,1.27729,1.25812,1.26099,206547,50,0
2019-01-03 00:00:00+00:00,1.26054,1.26475,1.23914,1.26373,237766,50,0
2019-01-04 00:00:00+00:00,1.2624,1.27446,1.26159,1.2726899999999999,209262,50,0
2019-01-07 00:00:00+00:00,1.27165,1.27869,1.27071,1.27743,148703,50,0
2019-01-08 00:00:00+00:00,1.27806,1.2797399999999999,1.27067,1.27142,150600,50,0
2019-01-09 00:00:00+00:00,1.27124,1.28037,1.27082,1.27887,203277,50,0
2019-01-10 00:00:00+00:00,1.27865,1.28011,1.27278,1.27509,177177,50,0
2019-01-11 00:00:00+00:00,1.27474,1.28659,1.27098,1.28392,186917,50,0
2019-01-14 00:00:00+00:00,1.28504,1.29307,1.28183,1.28685,172366,50,0
2019-01-15 00:00:00+00:00,1.28656,1.29158,1.26684,1.28597,238651,50,0
2019-01-16 00:00:00+00:00,1.28571,1.28975,1.2824900000000001,1.28789,180574,50,0
2019-01-17 00:00:00+00:00,1.28784,1.3001,1.28322,1.29857,191834,50,0
2019-01-18 00:00:00+00:00,1.29843,1.29932,1.28567,1.28723,154924,50,0
2019-01-21 00:00:00+00:00,1.28732,1.29108,1.28307,1.28912,124133,50,0
2019-01-22 00:00:00+00:00,1.28902,1.29753,1.28553,1.29568,152384,50,0
2019-01-23 00:00:00+00:00,1.29563,1.30812,1.29423,1.30684,164082,50,0
2019-01-24 00:00:00+00:00,1.30674,1.30942,1.30122,1.3063,184489,50,0
2019-01-25 00:00:00+00:00,1.30636,1.32179,1.30584,1.31974,196482,50,0
2019-01-28 00:00:00+00:00,1.31836,1.32117,1.3136999999999999,1.31558,142081,50,0
2019-01-29 00:00:00+00:00,1.31522,1.31999,1.30559,1.3066200000000001,216650,50,0
2019-01-30 00:00:00+00:00,1.30658,1.31454,1.30545,1.31147,182923,50,0
2019-01-31 00:00:00+00:00,1.31163,1.31603,1.30976,1.31107,157855,50,0
2019-02-01 00:00:00+00:00,1.31048,1.31149,1.30433,1.3077,148025,50,0
2019-02-04 00:00:00+00:00,1.3063500000000001,1.31034,1.30289,1.30373,129125,50,0
2019-02-05 00:00:00+00:00,1.30353,1.30517,1.2925,1.29505,123608,50,0
2019-02-06 00:00:00+00:00,1.29497,1.29793,1.29248,1.2928600000000001,132051,50,0
2019-02-07 00:00:00+00:00,1.2929300000000001,1.29966,1.28541,1.29513,145999,50,0
2019-02-08 00:00:00+00:00,1.29464,1.29762,1.29213,1.29413,112195,50,0
2019-02-11 00:00:00+00:00,1.2928,1.2939,1.28449,1.28604,133097,50,0
2019-02-12 00:00:00+00:00,1.28568,1.29095,1.28324,1.28945,127565,50,0
2019-02-13 00:00:00+00:00,1.2892000000000001,1.29588,1.2845,1.28453,149910,50,0
2019-02-14 00:00:00+00:00,1.28433,1.28777,1.2772999999999999,1.27994,155849,50,0
