time,open,high,low,close,tick_volume,spread,real_volume
2018-12-24 00:00:00+00:00,14.671,14.808,14.648,14.753,24759,0,0
2018-12-26 00:00:00+00:00,14.793,15.172,14.717,15.015,34959,0,0
2018-12-27 00:00:00+00:00,15.008,15.271,14.942,15.212,42014,0,0
2018-12-28 00:00:00+00:00,15.228,15.396,15.22,15.391,33877,0,0
2018-12-31 00:00:00+00:00,15.389,15.51,15.328,15.479,28179,0,0
2019-01-02 00:00:00+00:00,15.482,15.613,15.33,15.513,40291,0,0
2019-01-03 00:00:00+00:00,15.58,15.753,15.487,15.728,44583,0,0
2019-01-04 00:00:00+00:00,15.74,15.874,15.587,15.693999999999999,42714,0,0
2019-01-07 00:00:00+00:00,15.708,15.816,15.62,15.635,30438,0,0
2019-01-08 00:00:00+00:00,15.665,15.686,15.503,15.648,31331,0,0
2019-01-09 00:00:00+00:00,15.655,15.774000000000001,15.583,15.732,36609,0,0
2019-01-10 00:00:00+00:00,15.745,15.786,15.55,15.55,36225,0,0
2019-01-11 00:00:00+00:00,15.577,15.739,15.556000000000001,15.596,32611,0,0
2019-01-14 00:00:00+00:00,15.598,15.661,15.547,15.635,28988,0,0
2019-01-15 00:00:00+00:00,15.65,15.697,15.542,15.572,31838,0,0
2019-01-16 00:00:00+00:00,15.586,15.647,15.493,15.574,25035,0,0
2019-01-17 00:00:00+00:00,15.59,15.616,15.457,15.512,25047,0,0
2019-01-18 00:00:00+00:00,15.533,15.58,15.326,15.337,26950,0,0
2019-01-21 00:00:00+00:00,15.348,15.363,15.191,15.261,18167,0,0
2019-01-22 00:00:00+00:00,15.269,15.349,15.18,15.319,25611,0,0
2019-01-23 00:00:00+00:00,15.327,15.434,15.271,15.347,25478,0,0
2019-01-24 00:00:00+00:00,15.361,15.395,15.244,15.301,28441,0,0
2019-01-25 00:00:00+00:00,15.31,15.753,15.292,15.751,28446,0,0
2019-01-28 00:00:00+00:00,15.738,15.816,15.606,15.723,24424,0,0
2019-01-29 00:00:00+00:00,15.741,15.916,15.719,15.818,28344,0,0
2019-01-30 00:00:00+00:00,15.84,16.104,15.822,16.061,33772,0,0
2019-01-31 00:00:00+00:00,16.079,16.187,15.993,16.054,32211,0,0
2019-02-01 00:00:00+00:00,16.047,16.077,15.895,15.914,30843,0,0
2019-02-04 00:00:00+00:00,15.921,15.925,15.691,15.865,25217,0,0
2019-02-05 00:00:00+00:00,15.864,15.929,15.813,15.850999999999999,25057,0,0
2019-02-06 00:00:00+00:00,15.84,15.866,15.646,15.668,24444,0,0
2019-02-07 00:00:00+00:00,15.672,15.755,15.641,15.721,26713,0,0
2019-02-08 00:00:00+00:00,15.73,15.867,15.658,15.821,25465,0,0
2019-02-11 00:00:00+00:00,15.815,15.841,15.667,15.691,25627,0,0
2019-02-12 00:00:00+00:00,15.703,15.829,15.669,15.693999999999999,26115,0,0
2019-02-13 00:00:00+00:00,15.708,15.815,15.541,15.566,28064,0,0
2019-02-14 00:00:00+00:00,15.574,15.688,15.493,15.62,31712,0,0
2019-02-15 00:00:00+00:00,15.62,15.804,15.561,15.775,28437,0,0
2019-02-18 00:00:00+00:00,15.784,15.857,15.763,15.799,17707,0,0
2019-02-19 00:00:00+00:00,15.813,16.005,15.741,15.987,29902,0,0
2019-02-20 00:00:00+00:00,15.991,16.214,15.961,16.054,33107,0,0
2019-02-21 00:00:00+00:00,16.062,16.105,15.795,15.795,36145,0,0
2019-02-22 00:00:00+00:00,15.816,15.977,15.809,15.918,29902,0,0
2019-02-25 00:00:00+00:00,15.924,16.005,15.849,15.891,30167,0,0
2019-02-26 00:00:00+00:00,15.894,15.937,15.792,15.918,28339,0,0
2019-02-27 00:00:00+00:00,15.934,15.941,15.7,15.725999999999999,25132,0,0
2019-02-28 00:00:00+00:00,15.739,15.824,15.576,15.609,29866,0,0
2019-03-01 00:00:00+00:00,15.608,15.636,15.145,15.205,31401,0,0
2019-03-04 00:00:00+00:00,15.223,15.277,15.061,15.086,31236,0,0
2019-03-05 00:00:00+00:00,15.087,15.165,15.048,15.126,29121,0,0
2019-03-06 00:00:00+00:00,15.128,15.157,15.048,15.066,25841,0,0
2019-03-07 00:00:00+00:00,15.08,15.121,14.978,15.011,27477,0,0
2019-03-08 00:00:00+00:00,15.038,15.37,15.006,15.337,31241,0,0
2019-03-11 00:00:00+00:00,15.302,15.354,15.214,15.313,25548,0,0
2019-03-12 00:00:00+00:00,15.318,15.475,15.3,15.444,28174,0,0
2019-03-13 00:00:00+00:00,15.474,15.536,15.424,15.446,24742,0,0
