time,open,high,low,close,tick_volume,spread,real_volume
2018-12-03 00:00:00+00:00,7055.0,7132.0,7011.0,7048.0,20658,0,0
2018-12-04 00:00:00+00:00,7047.0,7049.0,6778.0,6798.0,25125,0,0
2018-12-05 00:00:00+00:00,6790.0,6857.0,6787.0,6844.0,6229,0,0
2018-12-06 00:00:00+00:00,6826.0,6846.0,6623.0,6835.0,36042,0,0
2018-12-07 00:00:00+00:00,6832.0,6849.0,6589.0,6625.0,29323,0,0
2018-12-10 00:00:00+00:00,6586.0,6710.0,6532.0,6689.0,30838,0,0
2018-12-11 00:00:00+00:00,6691.0,6804.0,6647.0,6677.0,26528,0,0
2018-12-12 00:00:00+00:00,6682.0,6867.0,6682.0,6760.0,23622,0,0
2018-12-13 00:00:00+00:00,6766.0,6833.0,6718.0,6743.0,22972,0,0
2018-12-14 00:00:00+00:00,6743.0,6755.0,6580.0,6580.0,20265,0,0
2018-12-17 00:00:00+00:00,6572.0,6632.0,6398.0,6465.0,23430,0,0
2018-12-18 00:00:00+00:00,6466.0,6551.0,6432.0,6437.0,23016,0,0
2018-12-19 00:00:00+00:00,6433.0,6577.0,6277.0,6322.0,26668,0,0
2018-12-20 00:00:00+00:00,6326.0,6383.0,6160.0,6301.0,37612,0,0
2018-12-21 00:00:00+00:00,6295.0,6317.0,6010.0,6059.0,34924,0,0
2018-12-24 00:00:00+00:00,6012.0,6103.0,5868.0,5871.0,25466,0,0
2018-12-26 00:00:00+00:00,5847.0,6289.0,5847.0,6256.0,29850,0,0
2018-12-27 00:00:00+00:00,6268.0,6317.0,6039.0,6293.0,36510,0,0
2018-12-28 00:00:00+00:00,6299.0,6389.0,6230.0,6279.0,33657,0,0
2018-12-31 00:00:00+00:00,6334.0,6363.0,6270.0,6339.0,19664,0,0
2019-01-02 00:00:00+00:00,6332.0,6396.0,6142.0,6253.0,36895,0,0
2019-01-03 00:00:00+00:00,6211.0,6290.0,6138.0,6159.0,30657,0,0
2019-01-04 00:00:00+00:00,6157.0,6449.0,6126.0,6418.0,29123,0,0
2019-01-07 00:00:00+00:00,6437.0,6521.0,6387.0,6490.0,23290,0,0
2019-01-08 00:00:00+00:00,6491.0,6572.0,6453.0,6537.0,21604,0,0
2019-01-09 00:00:00+00:00,6537.0,6631.0,6534.0,6589.0,21292,0,0
2019-01-10 00:00:00+00:00,6583.0,6628.0,6514.0,6615.0,20688,0,0
2019-01-11 00:00:00+00:00,6613.0,6619.0,6559.0,6602.0,15963,0,0
2019-01-14 00:00:00+00:00,6577.0,6588.0,6510.0,6536.0,14790,0,0
2019-01-15 00:00:00+00:00,6530.0,6676.0,6528.0,6666.0,17939,0,0
2019-01-16 00:00:00+00:00,6662.0,6723.0,6650.0,6659.0,15666,0,0
2019-01-17 00:00:00+00:00,6656.0,6748.0,6599.0,6718.0,16941,0,0
